Nº DCB ;DENOMINAÇÃO COMUM BRASILEIRA;Nº CAS
02874;dextrometorfano;125-71-3
02878;dextromoramida;357-56-2
02882;dextropropoxifeno;469-62-5
02885;dextrorfano;125-73-5
01347;tartarato de brimonidina;70359-46-5
10035;dextrotiroxina;51-49-0
02886;dextrotiroxina sódica;137-53-1
02887;dexverapamil;38321-02-7
02888;dezaguanina;41729-52-6
02890;dezinamida;91077-32-6
02891;dezocina;53648-55-8
02892;diacereína;13739-02-1
02893;diacetamato;2623-33-8
00646;diacetato de ametantrona;70711-40-9
00833;diacetato de apomorfina;6191-56-6
02436;diacetato de clorexidina;56-95-1
02809;diacetato de detirrelix;102583-46-0
02996;diacetato de diflorasona;33564-31-7
03701;diacetato de etinodiol;297-76-7
05631;diacetato de menadiol;573-20-6
11156;diacetato de metandriol;2061-86-1
00062;diacetato de prezatida e cobre;130120-57-9
07560;diacetato de quindecamina;19146-62-4
08855;diacetato de triancinolona;67-78-7
02894;diacetolol;28197-69-5
02896;diamocaína;27112-37-4
02897;diampromida;552-25-0
02899;dianfenetida;36141-82-9
02900;diarbarona;1233-70-1
10620;diaspartato de pasireotida;820232-50-6
02901;diastase;9000-92-4
02902;diatimossulfona;5964-62-5
05589;diatrizoato de meglumina;131-49-7
00164;diatrizoato de sódio;737-31-5
09778;diatrizoato de sódio (125 I);24360-64-3
09779;diatrizoato de sódio (131 I);16592-07-7
05590;diatrizoato sódico de meglumina;8064-12-8
02903;diaveridina;5355-16-8
02904;diazepam;439-14-5
02905;diaziquona;57998-68-2
02906;diazóxido;364-98-7
02907;dibecacina;34493-98-6
02908;dibemetina;102-05-6
02909;dibenzepina;4498-32-2
01404;dibrometo de fazadínio;49564-56-9
02911;dibromotirosina;537-24-6
02912;dibrompropamidina;496-00-4
02913;dibronsalana;87-12-7
02914;dibunato de etila;5560-69-0
02915;dibunato de sódio;14992-59-7
02916;dibupirona;1046-17-9
02917;dibuprol;2216-77-5
02918;dibusadol;24353-45-5
05542;dibutirato de meclorisona;10549-91-4
05632;dibutirato de menadiol;53370-44-8
11022;dicaprato de propilenoglicol;53824-77-4
11023;dicaprilato de propilenoglicol;7384-98-7
02919;dicarbina;17411-19-7
02920;dicarfeno;15585-88-3
02921;dicibato de locicortolona;78467-68-2
02922;dicicloverina;77-19-0
02924;dicirenona;41020-79-5
09425;dicitrato de magnésio tetradecaidratado;6150-79-4
02925;diclazurila;101831-37-2
02926;diclofenaco;15307-86-5
02931;diclofenaco colestiramina;240490-15-7
02927;diclofenaco dietilamônio;78213-16-8
02928;diclofenaco epolamina;119623-66-4
02929;diclofenaco potássico;15307-81-0
02930;diclofenaco sódico;15307-79-6
02932;diclofenamida;120-97-8
02933;diclofurima;64743-08-4
02934;diclometida;17243-49-1
02935;diclonina;586-60-7
02936;diclonixino;17737-68-7
02937;dicloralureia;116-52-9
09667;dicloreto de manganês tetraidratado ;13446-34-9 
00721;dicloridrato de amodiaquina;69-44-3
00792;dicloridrato de anileridina;126-12-5
00963;dicloridrato de azacosterol;1249-84-9
01208;dicloridrato de betaistina;5579-84-0
01232;dicloridrato de betazol;138-92-1
01243;dicloridrato de bialamicol;3624-96-2
01289;dicloridrato de bisantreno;71439-68-4
01504;dicloridrato de buclizina;129-74-8
01665;dicloridrato de camilofina;5892-41-1
01793;dicloridrato de carpipramina;7075-03-8
01880;dicloridrato de cefotiam;66309-69-1
01949;dicloridrato de cetirizina;83881-52-1
02255;dicloridrato de clocapramina;28058-62-0
02348;dicloridrato de clorbenzoxamina;5576-62-5
02435;dicloridrato de clorexidina;3697-42-5
02488;dicloridrato de cloroquina;3545-67-3
11035;dicloridrato de daclatasvir;1009119-65-6
03189;dicloridrato de dopexamina;86484-91-5
03194;dicloridrato de dorastina;21228-28-4
03354;dicloridrato de emetina;316-42-7
03459;dicloridrato de eprazinona;10402-53-6
03539;dicloridrato de espectinomicina;21736-83-4
03559;dicloridrato de espirogermânio;41992-22-7
03642;dicloridrato de etambutol;1070-11-7
10634;dicloridrato de etilenodicisteína dietiléster;14344-58-2
04125;dicloridrato de flufenazina;146-56-5
04150;dicloridrato de flunarizina;30484-77-6
04183;dicloridrato de flupentixol;2413-38-9
04208;dicloridrato de flurazepam;1172-18-5
04640;dicloridrato de hexoprenalina;4323-43-7
04717;dicloridrato de hidroxizina;2192-20-3
04738;dicloridrato de histamina;56-92-8
09485;dicloridrato de homoclorciclizina;1982-36-1
11157;dicloridrato de homofenazina;1256-01-5
05182;dicloridrato de lauroguadina monoidratado;[Ref. 3]
05245;dicloridrato de levocetirizina;130018-87-0
09426;dicloridrato de manidipino;89226-75-5
05545;dicloridrato de meclozina;1104-22-9
10891;dicloridrato de meclozina monoidratado;31884-77-2
11158;dicloridrato de metoclopramida;2576-84-3
11159;dicloridrato de metoclopramida monoidratado;5581-45-3 
05971;dicloridrato de minaprina;25953-17-7
06023;dicloridrato de mitoxantrona;70476-82-3
06088;dicloridrato de morferidina;[Ref. 3]
06561;dicloridrato de octenidina;70775-75-6
11160;dicloridrato de opipramol;909-39-7
06644;dicloridrato de ornitina;6211-16-1
11161;dicloridrato de perfenazina;2015-28-3
07066;dicloridrato de piminodina;[Ref. 3]
07102;dicloridrato de piperazina;142-64-3
07152;dicloridrato de pirenzepina;29868-97-1
07181;dicloridrato de piritinol;10049-83-9
07297;dicloridrato de pramipexol;104632-25-9
10892;dicloridrato de pramipexol monoidratado;191217-81-9
07410;dicloridrato de proflavina;531-73-7
07527;dicloridrato de puromicina;58-58-2
07581;dicloridrato de quinina;60-93-5
07641;dicloridrato de ranolazina;95635-56-6
09878;dicloridrato de sapropterina;69056-38-8
08585;dicloridrato de tilorona;27591-69-1
08884;dicloridrato de trientina;38260-01-4
08896;dicloridrato de trifluoperazina;440-17-5
08918;dicloridrato de trimetazidina;13171-25-0
09379;dicloridrato de vardenafila;224789-15-5
09273;dicloridrato de zipeprol;34758-84-4
09316;dicloridrato de zuclopentixol;58045-23-1
02938;diclorisona;7008-26-6
02939;diclormezanona;5571-97-1
02940;diclorofenarsina;455-83-4
02941;diclorofeno;97-23-4
02942;dicloroxilenol;133-53-9
02943;diclorvós;62-73-7
02944;dicloxacilina;3116-76-5
02945;dicloxacilina sódica;343-55-5
02946;dicresuleno;78480-14-5
02947;dicumarol;66-76-2
02948;didanosina;69655-05-6
02949;didrogesterona;152-62-5
02950;didrovaltrato;18296-45-2
02951;dieldrina;60-57-1
02952;dienestrol;84-17-3
02953;dienogeste;65928-58-7
02954;diestearato de etilenoglicol;627-83-8
11024;diestearato de polipropilenoglicol 20 metilglicopiranosídeo;93821-74-0
02955;dietadiona;702-54-5
09697;dietanolamina cocamida;68603-42-9
02956;dietazina;60-91-3
02957;dietifeno;3686-78-0
01934;dietilamina ceruletida ;71247-25-1
02958;dietilcarbamazina;90-89-1
02960;dietilestilbestrol;56-53-1
02964;dietiltiambuteno;86-14-6
02966;dietiltoluamida;134-62-3
02967;diexiverina;561-77-3
02968;difebarbamato;15687-09-9
02969;difemerina;80387-96-8
02970;difemetorex;13862-07-2
02971;difenadiona;82-66-6
02972;difenamizol;20170-20-1
02973;difenana;101-71-3
02974;difencloxazina;5617-26-5
02975;difenidol;972-02-1
02978;difenidramina;58-73-1
03850;difenilacetato de femproporex;2926-30-0
02982;difenilpiralina;147-20-6
02986;difenoxilato;915-30-0
02988;difenoximida;47806-92-8
02990;difenoxina;28782-42-5
02992;difetarsona;3639-19-8
02993;difeterol;14587-50-9
02994;diflomotecana;220997-97-7
02995;diflorasona;2557-49-5
02997;difloxacino;98106-17-3
02999;difluanazina;5522-39-4
03000;diflucortolona;2607-06-9
03004;diflumidona;22736-85-2
03005;diflunisal;22494-42-4
03006;difluprednato;23674-86-4
02489;difosfato de cloroquina;50-63-5
04286;difosfato de dietilestilbestrol;522-40-7
02961;difosfato de dietilestilbestrol dissódico;5965-09-3
02962;difosfato de dietilestilbestrol tetrassódico;4719-75-9
07367;difosfato de primaquina;63-45-6
03007;difosfato sódico de fitonadiol;5988-22-7
05633;difosfato sódico de menadiol;131-13-5 
03008;diftalona;21626-89-1
03352;difumarato de emedastina;87233-62-3
11162;difumarato de homofenazina;3093-71-8
10290;Digitalis purpurea  ;[Ref. 8]
03009;digitoxina;71-63-6
02437;digliconato de clorexidina;18472-51-0
03010;digoxina;20830-75-5
03011;di-hidralazina;484-23-1
03013;di-hidrocodeína;125-28-0
03018;di-hidroergocristina;17479-19-5
11072;di-hidroergometrina;62841-02-5
03020;di-hidroergotamina;511-12-6
03026;di-hidroestreptomicina;128-46-1
07726;di-hidrogenofosfato de rilmenidina;85409-38-7
09569;di-hidromorfina;509-60-4
03028;di-hidrotaquisterol;67-96-9
03029;di-iodoidroxiquinolina;83-73-8
03030;di-isopromina;5966-41-6
03032;dilazepe;35898-87-4
03033;dilevalol;75659-07-3
03034;dilmefona;37398-31-5
03035;diloxanida;579-38-4
03037;diltiazem;42399-41-7
03039;dimabefilina;1703-48-6
00077;dimaleato de acetofenazina;5714-00-1
10684;dimaleato de afatinibe;850140-73-7
00982;dimaleato de azatadina;3978-86-7
01591;dimaleato de butaperazina;1063-55-4
07398;dimaleato de proclorperazina;84-02-6
08559;dimaleato de tietilperazina;1179-69-7
03040;dimantina;124-28-7
03042;dimazol;95-27-2
03043;dimefadano;5581-40-8
03044;dimefeptanol;545-90-4
03046;dimeflina;1165-48-6
03048;dimelazina;15302-12-2
03049;dimemorfano;36309-01-0
03051;dimenidrinato;523-87-5
03052;dimenoxadol;509-78-4
03054;dimepranol;108-16-7
03055;dimepregneno;21208-26-4
03056;dimeprozana;6538-22-3
03057;dimercaprol;59-52-9
00571;dimesilato de almitrina;29608-49-9
01209;dimesilato de betaistina;54856-23-4
05027;dimesilato de ipexidina;69017-90-9
09698;dimesilato de lisdexanfetamina;608137-33-3
06929;dimesilato de pentamidina;6823-79-6
11163;dimesilato de tioproperazina;2347-80-0
03058;dimesna;16208-51-8
03059;dimesona;25092-07-3
03060;dimetacrina;4757-55-5
03062;dimetadiona;695-53-4
11164;dimetanfetamina;17279-39-9
03063;dimetazana;519-30-2
03064;dimeticona;9006-65-9
03065;dimeticona copoliol;64365-23-7
10663;dimeticonol;31692-79-2
09970;dimetildietilenoglicol;110-98-5
03066;dimetilsulfóxido;67-68-5
10664;dimetilsulfóxido de trametinibe;1187431-43-1
03067;dimetiltiambuteno;524-84-5
03069;dimetindeno;5636-83-9
03071;dimetiodal sódico;124-88-9
03072;dimetisterona;79-64-1
03073;dimetofrina;22950-29-4
03075;dimetolizina;7008-00-6
03076;dimetotiazina;7456-24-8
03078;dimetoxanato;477-93-0
03079;dimetridazol;551-92-8
03080;dimevamida;60-46-8
03082;diminazeno;536-71-0
11112;dimiristil fosfatidilcolina;18194-24-6 
10843;dimiristil fosfatidilglicerol;116870-30-5
03083;dimoxaprosta;90243-98-4
03084;dimoxilina;147-27-3
03085;dimpilato;333-41-5
03086;dinalina;58338-59-3
03087;dinazafona;71119-12-5
03088;diniprofilina;17692-30-7
03089;dinitolmida;148-01-6
05104;dinitrato de isossorbida;87-33-2
03090;dinoprosta;551-11-1
03092;dinoprostona;363-24-6
03093;dinsede;96-62-8
09851;dicaprilato de piridoxina;635-36-9
03094;diodona;300-37-8
11025;dioleoato de fosfatidilserina;70614-14-1
10291;Dioscorea villosa ;[Ref. 8]
03095;diosfenol;490-03-9
09615;diosmectita;110070-78-5 
03096;diosmina;520-27-4
10036;diotirosina (125 I);[Ref. 8]
09780;diotirosina (131 I);14679-68-6
03097;dioxadilol;80743-08-4
03098;dioxadrol;6495-46-1
03104;dioxamato;3567-40-6
11244;dioxano;123-91-1
03105;dioxationa;78-34-2
03106;dioxetedrina;497-75-6
03107;dioxibenzona;131-53-3
09427;dióxido de carbono;124-38-9
09428;dióxido de silício;7631-86-9
03108;dióxido de titânio;13463-67-7
03109;dioxifedrina;10329-60-9
10912;dipalmitoil fosfatidilglicerol sódico;67232-81-9
03110;diperodona;101-08-6
03112;dipipanona;467-83-4
03115;dipiproverina;117-30-6
03116;dipiridamol;58-32-2
03117;dipiritiona;3696-28-4
07184;dipiritiona magnésica;43143-11-9
03118;dipirocetila;486-79-3
03121;dipirona;68-89-3
03120;dipirona magnésica;6150-97-6
09564;dipirona monoidratada;5907-38-0
03122;dipivefrina;52365-63-6
03124;diprafenona;81447-80-5
03125;diprenorfina;14357-78-9
03126;diprobutina;61822-36-4
03127;diprofeno;5835-72-3
03128;diprofilina;479-18-5
03129;diproleandomicina;14289-25-9
03130;dipropilenoglicol;25265-71-8
00468;dipropionato de alclometasona;66734-13-2
01059;dipropionato de beclometasona;5534-09-8
01217;dipropionato de betametasona;5593-20-4
01322;dipropionato de bolandiol;1986-53-4
02963;dipropionato de dietilestilbestrol;130-80-3
03600;dipropionato de estradiol;113-38-2
11165;dipropionato de metandriol;3593-85-9
03131;diproqualona;36518-02-2
03132;diproteverina;69373-95-1
03133;diprotrizoato de sódio;129-57-7
03134;diproxadol;52042-24-7
03135;dirazepato de etila;23980-14-5
03136;diritromicina;62013-04-1
03137;disobutamida;68284-69-5
03138;disofenina;65717-97-7
10037;disofenina (99m Tc);[Ref. 8]
03139;disoglusida;14144-06-0
03140;disopiramida;3737-09-5
03142;disoxarila;87495-31-6
03143;dissulergina;59032-40-5
03144;dissulfamida;671-88-5
01689;dissulfato de capreomicina;1405-36-3
08512;dissulfeto de tiamina;67-16-3
03145;dissulfiram;97-77-8
03146;disuprazol;99499-40-8
03147;ditazol;18471-20-0
03148;ditequireno;103336-05-6
03149;ditiocarbe sódico;148-18-5
03150;ditiomustina;82599-22-2
03151;ditofal;584-69-0
03152;ditolamida;723-42-2
09597;ditosilato de lapatinibe;388082-78-8
03153;ditranol;1143-38-0
03154;divabuterol;54592-27-7
00373;divalproato de sódio;76584-70-8
03155;divaplona;90808-12-1
03156;dixantógeno;502-55-6
11166;dixirazina;2470-73-7
03157;dizatrifona;92257-40-4
03158;dizocilpina;77086-21-6
03160;dobesilato de cálcio;20123-80-2
03161;dobuprida;106707-51-1
03162;dobutamina;34368-04-2
03165;docarpamina;74639-40-0
03166;docebenona;80809-81-0
03167;docetaxel;114977-28-5
09430;docetaxel tri-hidratado;148408-66-6
03168;docetrizoato de propila;5579-08-8
03169;doconazol;59831-63-9
03170;doconexente;6217-54-5
03171;docusato de cálcio;128-49-4
03172;docusato de sódio;577-11-7
03173;dofetilida;115256-11-6
03174;dolasetrona;115956-12-2
10292;Dolichos pruriens ;[Ref. 8]
03176;doliracetam;84901-45-1
10685;dolutegravir sódico;1051375-19-9
03177;domazolina;6043-01-2
03178;domiodol;61869-07-6
03179;domperidona;57808-66-9
03181;donepezila;120014-06-4
03183;donetidina;99248-32-5
03184;donitriptana;170912-52-4
03185;dopamantina;39907-68-1
03186;dopamina;51-61-6
03188;dopexamina;86197-47-9
03190;dopropidil;79700-61-1
03191;doqualaste;64019-03-0
03192;doramectina;117704-25-3
03193;dorastina;21228-13-7
03195;doreptida;90104-48-6
03196;doretinel;104561-36-6
03197;doripeném;148016-81-3
03198;dorlimomabe aritox;122722-03-6
03199;dorzolamida;120279-96-1
03201;dosergosídeo;87178-42-5
03202;dosmalfato;122312-55-4
03203;dosulepina;113-53-1
03204;dotarizina;84625-59-2
03205;doxaminol;55286-56-1
03206;doxapram;309-29-5
03208;doxaprosta;51953-95-8
03209;doxazosina;74191-85-8
03211;doxefazepam;40762-15-0
03212;doxenitoína;3254-93-1
03213;doxepina;1668-19-5
03215;doxercalciferol;54573-75-0
03216;doxibetasol;1879-77-2
03217;doxiciclina;564-25-0
03220;doxiciclina cálcica;[Ref. 2]
03221;doxiciclina monoidratada;17086-28-1
03224;doxifluridina;3094-09-5
03225;doxilamina;469-21-6
03227;doxofilina;69975-86-6
03228;doxorrubicina;23214-92-8
03230;doxpicomina;62904-71-6
03232;draflazina;120770-34-5
03233;dramedilol;76953-65-6
03234;draquinolol;67793-71-9
03235;drazidox;27314-77-8
03236;dribendazol;63667-16-3
03237;drinideno;53394-92-6
11297;drisaperseno;1251830-50-8
11298;drisaperseno sódico;1181666-20-5
03238;drobulina;58473-73-7
03239;drocinonida;2355-59-1
03240;drofenina;1679-76-1
03242;droloxifeno;82413-20-5
03243;drometrizol;2440-22-4
03244;dronabinol;1972-08-3
09663;dronedarona ;141626-36-0 
03245;dropempina;34703-49-6
03246;droperidol;548-73-2
03247;droprenilamina;57653-27-7
03248;dropropizina;17692-31-8
10293;Drosera rotundifolia ;[Ref. 8]
03249;drospirenona;67392-87-4
03250;drostanolona;58-19-5
03252;drotaverina;14009-24-6
03253;drotebanol;3176-03-2
03254;droxacino;35067-47-1
03255;droxicainida;78421-12-2
03256;droxicam;90101-16-9
03257;droxidopa;23651-95-8
03258;droxinavir;159910-86-8
03259;droxipropina;15599-26-5
03260;duazomicina;1403-47-0
10927;dulaglutida;923950-08-7
10294;Dulcamara ;[Ref. 8]
03261;dulofibrato;61887-16-9
03262;duloxetina;116539-59-4
03264;dulozafona;75616-02-3
03265;dumorrelina;105953-59-1
03266;duometacina;25771-23-7
03267;duoperona;62030-88-0
03269;dupracetam;59776-90-8
03270;dutasterida;164656-23-9
03271;duteplase;120608-46-0
03272;ebalzotana;149494-37-1
03273;ebastina;90729-43-4
03274;eberconazol;128326-82-9
03275;ebiratida;105250-86-0
03276;ebrotidina;100981-43-9
03277;ebseleno;60940-34-3
03278;ecabete;33159-27-2
03279;ecadotrila;112573-73-6
03280;ecalcideno;150337-94-3
03281;ecansule;92761-26-7
03282;ecastolol;77695-52-4
03283;ecenofloxacino;162301-05-5
10941;ecgonina;481-37-8
10295;Echinacea angustifolia ;[Ref. 8]
10713;Echinacea purpurea (L.) Moench;[Ref. 6]
09905;Echinodorus grandiflorus (Cham. & Schltdl.) Micheli;[Ref. 6]
10871;Echinodorus macrophyllus (Kunth) Micheli;[Ref. 6]
03284;ecipramidil;64552-16-5
03285;eclanamina;71027-13-9
03287;eclazolaste;80263-73-6
03288;ecogramostim;123120-99-0
03289;ecomustina;98383-18-7
03290;econazol;27220-47-9
03292;ecopipam;112108-01-7
03293;ecraprosta;136892-64-3
03294;ectilureia;95-04-5
10785;ectoína;96702-03-3
11015;eculizumabe;219685-50-4
03295;edatrexato;80576-83-6
03296;edelfosina;70641-51-9
07103;edetato cálcico de piperazina;12002-30-1
09736;edetato crômico (51 Cr);27849-89-4
00170;edetato de potássio;25102-12-9
00171;edetato de sódio;64-02-8
00172;edetato dicobáltico;36499-65-7
00168;edetato dissódico;139-33-3
00169;edetato de cálcio dissódico hidratado;23411-34-9
00173;edetato dissódico di-hidratado;6381-92-6
00175;edetato trissódico;150-38-9
03297;edetol;102-60-3
03298;edifolona;90733-40-7
11167;edisilato de clometiazol;1867-58-9
03300;edobacomabe;141410-98-2
03301;edogestrona;809-01-8
03302;edotreotida;204318-14-9
09782;edotreotida (177 Lu);[Ref. 2]
09781;edotreotida (90 Y);322407-70-5
10977;edoxabana;480449-70-5
03303;edoxudina;15176-29-1
03304;edrecolomabe;156586-89-9
03305;edronocaína;190258-12-9
03306;efalizumabe;214745-43-4
03307;efaroxano;89197-32-0
03308;efavirenz;154598-52-4
03309;efedrina;299-42-3
03313;efegatrana;105806-65-3
03314;efetozol;99500-54-6
03315;efletirizina;150756-35-7
03316;eflornitina;70052-12-9
03318;efloxato;119-41-5
03319;eflucimibe;202340-45-2
03320;eflumaste;70977-46-7
03321;efonidipino;111011-63-3
03322;efrotomicina;56592-32-6
03323;eganoprosta;63266-93-3
03324;egualeno;99287-30-6
03325;elacridar;143664-11-3
03326;elantrina;1232-85-5
10296;Elaps corallinum ;[Ref. 8]
03327;elarofibana;198958-88-2
03328;elbanizina;110629-41-9
03329;elcatonina;60731-46-6
09431;elcometrina;7759-35-5
03330;eldexômer;370588-68-4
03331;eledoisina;69-25-0
03332;eletriptana;143322-58-1
03333;elfazepam;52042-01-0
03334;elgodipino;119413-55-7
03335;elisartana;158682-68-9
03336;elmustina;60784-46-5
03337;elnadipino;103946-15-2
03338;elsamitrucina;97068-30-9
03339;eltanolona;128-20-1
03340;eltenaco;72895-88-6
03341;eltoprazina;98224-03-4
09699;eltrombopague olamina;496775-62-3
03342;elucaína;25314-87-8
11113;elvitegravir;697761-98-1
03343;elziverina;95520-81-3
00713;embonato de amitriptilina;17086-03-2
02020;embonato de cicloguanil;609-78-9
02504;embonato de clorpromazina;58901-20-5
02977;embonato de difenidol;26363-46-2
03547;embonato de espiramicina;[Ref. 5]
03895;embonato de fendimetrazina;27922-80-1
04718;embonato de hidroxizina;10246-75-0
04838;embonato de imipramina;10075-24-8
05783;embonato de metformina;34461-22-8
06529;embonato de noscapina;[Ref. 4]
09654;embonato de olanzapina monoidratado;221373-18-8
03345;embonato de pararrosanilina;7232-51-1
07137;embonato de pirantel;22204-24-6
03346;embonato de pirvínio;3546-41-6
07234;embonato de pivampicilina;39030-72-3
08951;embonato de triptorrelina;124508-66-3
03347;embramina;3565-72-8
03348;embucrilato;6606-65-1
03349;embusartana;156001-18-2
03350;embutramida;15687-14-6
03351;emedastina;87233-61-2
03353;emetina;483-18-1
03355;emiglitato;80879-63-6
