Código do Termo;Termo
60009519;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009527;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009535;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009543;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009551;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009560;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009578;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009586;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60009594;OXIGÊNIO NA INCUBADORA, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60009608;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009616;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60009624;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60009632;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009640;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60009659;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60009667;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009675;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009683;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009691;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009705;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009713;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009721;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009730;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60009748;OXIGÊNIO NA INCUBADORA, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60009756;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009764;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60009772;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60009780;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009799;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60009802;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60009810;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009829;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009837;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009845;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009853;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009861;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009870;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60009888;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60009896;OXIGÊNIO NA INCUBADORA, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60009900;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60009918;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60009926;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60009934;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60009942;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009950;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009969;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60009977;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60009985;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60009993;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010002;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010010;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010029;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010037;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010045;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010053;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 10 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010061;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010070;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010088;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010096;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010100;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010118;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010126;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010134;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 11 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010142;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010150;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010169;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010177;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010185;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010193;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010207;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010215;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 12 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010223;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010231;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010240;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010258;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010266;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010274;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010282;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010290;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 13 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010304;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010312;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010320;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010339;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010347;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010355;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010363;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010371;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010380;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010398;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010401;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010410;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010428;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010436;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010444;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010452;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010460;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010479;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010487;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010495;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010509;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010517;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010525;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010533;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010541;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010550;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010568;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010576;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010584;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010592;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010606;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010614;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010622;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010630;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010649;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010657;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010665;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010673;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010681;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010690;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010703;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010711;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010720;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010738;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010746;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010754;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010762;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010770;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010789;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010797;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010800;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010819;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010827;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010835;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010843;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010851;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010860;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010878;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010886;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010894;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010908;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010916;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010924;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010932;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60010940;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60010959;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60010967;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60010975;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60010983;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60010991;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60011009;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60011017;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60011025;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60011033;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60011041;OXIGÊNIO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
